   5.269423E-01     6.890028E-01
   5.711955E-01     6.935482E-01
   6.159265E-01     6.980265E-01
   6.611006E-01     7.024126E-01
   7.066856E-01     7.066856E-01
   7.526692E-01     7.108110E-01
   7.989567E-01     7.148144E-01
   8.455042E-01     7.186786E-01
  -8.492848E-01     7.643563E-01
  -8.028531E-01     7.605769E-01
  -7.566784E-01     7.566784E-01
  -7.108110E-01     7.526692E-01
  -6.653281E-01     7.485385E-01
  -6.202388E-01     7.443212E-01
  -5.755702E-01     7.400394E-01
  -5.313506E-01     7.357188E-01
  -4.876072E-01     7.313907E-01
  -4.443636E-01     7.270929E-01
  -4.016388E-01     7.228700E-01
  -3.594449E-01     7.187731E-01
  -3.177853E-01     7.148592E-01
  -2.766522E-01     7.111904E-01
  -2.360257E-01     7.078316E-01
  -1.958714E-01     7.048484E-01
  -1.561405E-01     7.023043E-01
  -1.167698E-01     7.002574E-01
  -7.768269E-02     6.987570E-01
  -3.879134E-02     6.978409E-01
   1.009381E-16     6.975328E-01
   3.879134E-02     6.978409E-01
   7.768269E-02     6.987570E-01
   1.167698E-01     7.002574E-01
   1.561405E-01     7.023043E-01
   1.958714E-01     7.048484E-01
   2.360257E-01     7.078316E-01
   2.766522E-01     7.111904E-01
   3.177853E-01     7.148592E-01
   3.594449E-01     7.187731E-01
   4.016388E-01     7.228700E-01
   4.443636E-01     7.270929E-01
   4.876072E-01     7.313907E-01
   5.313506E-01     7.357188E-01
   5.755702E-01     7.400394E-01
   6.202388E-01     7.443212E-01
   6.653281E-01     7.485385E-01
   7.108110E-01     7.526692E-01
   7.566784E-01     7.566784E-01
   8.028531E-01     7.605769E-01
   8.492848E-01     7.643563E-01
  -8.529944E-01     8.103447E-01
  -8.066542E-01     8.066542E-01
  -7.605769E-01     8.028531E-01
  -7.148144E-01     7.989567E-01
  -6.694097E-01     7.949725E-01
  -6.243785E-01     7.909261E-01
  -5.797441E-01     7.868391E-01
  -5.355299E-01     7.827367E-01
  -4.917574E-01     7.786493E-01
  -4.484445E-01     7.746124E-01
  -4.056047E-01     7.706669E-01
  -3.632450E-01     7.668591E-01
  -3.213647E-01     7.632395E-01
  -2.799538E-01     7.598625E-01
  -2.389915E-01     7.567839E-01
  -1.984452E-01     7.540601E-01
  -1.582704E-01     7.517447E-01
  -1.184104E-01     7.498868E-01
  -7.879768E-02     7.485276E-01
  -3.935535E-02     7.476989E-01
  -3.661500E-17     7.474204E-01
   3.935535E-02     7.476989E-01
   7.879768E-02     7.485276E-01
   1.184104E-01     7.498868E-01
   1.582704E-01     7.517447E-01
   1.984452E-01     7.540601E-01
   2.389915E-01     7.567839E-01
   2.799538E-01     7.598625E-01
   3.213647E-01     7.632395E-01
   3.632450E-01     7.668591E-01
   4.056047E-01     7.706669E-01
   4.484445E-01     7.746124E-01
   4.917574E-01     7.786493E-01
   5.355299E-01     7.827367E-01
   5.797441E-01     7.868391E-01
   6.243785E-01     7.909261E-01
   6.694097E-01     7.949725E-01
   7.148144E-01     7.989567E-01
   7.605769E-01     8.028531E-01
   8.066542E-01     8.066542E-01
   8.529944E-01     8.103447E-01
  -8.566224E-01     8.566224E-01
  -8.103447E-01     8.529944E-01
  -7.643563E-01     8.492848E-01
  -7.186786E-01     8.455042E-01
  -6.733327E-01     8.416659E-01
  -6.283401E-01     8.377868E-01
  -5.837210E-01     8.338872E-01
  -5.394946E-01     8.299917E-01
  -4.956775E-01     8.261291E-01
  -4.522830E-01     8.223327E-01
  -4.093200E-01     8.186401E-01
  -3.667918E-01     8.150928E-01
  -3.246944E-01     8.117360E-01
  -2.830160E-01     8.086171E-01
  -2.417355E-01     8.057849E-01
  -2.008219E-01     8.032876E-01
  -1.602342E-01     8.011711E-01
  -1.199215E-01     7.994768E-01
  -7.982398E-02     7.982398E-01
  -3.987432E-02     7.974864E-01
   0.000000E+00     7.972335E-01
   3.987432E-02     7.974864E-01
   7.982398E-02     7.982398E-01
   1.199215E-01     7.994768E-01
   1.602342E-01     8.011711E-01
   2.008219E-01     8.032876E-01
   2.417355E-01     8.057849E-01
   2.830160E-01     8.086171E-01
   3.246944E-01     8.117360E-01
   3.667918E-01     8.150928E-01
   4.093200E-01     8.186401E-01
   4.522830E-01     8.223327E-01
   4.956775E-01     8.261291E-01
   5.394946E-01     8.299917E-01
   5.837210E-01     8.338872E-01
   6.283401E-01     8.377868E-01
   6.733327E-01     8.416659E-01
   7.186786E-01     8.455042E-01
   7.643563E-01     8.492848E-01
   8.103447E-01     8.529944E-01
   8.566224E-01     8.566224E-01
